Date,Type,Price,Landsize,BuildingArea,Rooms,Bathroom,Car,YearBuilt,Distance,Regionname,Propertycount
8/10/2016,h,NA,618,NA,4,3,2,NA,14.9,Northern Metropolitan,2329
8/10/2016,h,582000,302,90,3,1,0,1950,14.9,Northern Metropolitan,2329
10/9/2016,h,740000,591,104,3,1,1,1960,14.9,Northern Metropolitan,2329
12/11/2016,h,671000,280,163,3,2,2,2002,14.9,Northern Metropolitan,2329
12/11/2016,h,741000,671,103,3,1,1,1960,14.9,Northern Metropolitan,2329
12/11/2016,h,706000,581,NA,4,1,2,NA,14.9,Northern Metropolitan,2329
12/11/2016,h,725000,545,NA,3,1,1,NA,14.9,Northern Metropolitan,2329
13/08/2016,h,808000,265,260,3,2,2,NA,14.9,Northern Metropolitan,2329
14/05/2016,h,711000,658,NA,3,1,2,NA,14.9,Northern Metropolitan,2329
14/05/2016,u,537000,327,95,3,1,2,1960,14.9,Northern Metropolitan,2329
16/04/2016,h,1040000,903,131,3,2,1,1950,14.9,Northern Metropolitan,2329
16/07/2016,h,1171000,670,325,4,3,2,2010,14.9,Northern Metropolitan,2329
16/07/2016,h,662000,605,114,2,1,2,1960,14.9,Northern Metropolitan,2329
18/06/2016,h,800000,595,NA,3,2,2,2000,14.9,Northern Metropolitan,2329
22/05/2016,h,652000,NA,NA,4,NA,NA,NA,14.9,Northern Metropolitan,2329
22/05/2016,h,922000,798,153,3,1,2,1960,14.9,Northern Metropolitan,2329
23/04/2016,t,485000,184,NA,2,1,1,NA,14.9,Northern Metropolitan,2329
24/09/2016,h,860500,767,147,3,2,0,1960,14.9,Northern Metropolitan,2329
24/09/2016,h,728000,NA,NA,2,NA,NA,NA,14.9,Northern Metropolitan,2329
24/09/2016,h,702000,604,97,3,1,1,1970,14.9,Northern Metropolitan,2329
24/09/2016,h,627500,319,96,3,1,1,2000,14.9,Northern Metropolitan,2329
25/02/2017,h,632000,650,NA,3,1,2,NA,14.9,Northern Metropolitan,2329
27/06/2016,h,601000,653,NA,3,1,1,NA,14.9,Northern Metropolitan,2329
27/06/2016,u,549000,0,89,3,1,1,1980,14.9,Northern Metropolitan,2329
27/11/2016,u,342500,0,NA,2,1,1,NA,14.9,Northern Metropolitan,2329
28/05/2016,h,NA,255,76,2,1,1,1950,14.9,Northern Metropolitan,2329
28/05/2016,h,701000,762,98,2,1,2,1970,14.9,Northern Metropolitan,2329
28/08/2016,h,645000,355,111,3,1,1,1966,14.9,Northern Metropolitan,2329
30/07/2016,h,NA,698,167,3,1,2,1960,14.9,Northern Metropolitan,2329
30/07/2016,h,838000,828,NA,3,1,2,NA,14.9,Northern Metropolitan,2329
3/9/2016,t,1010000,0,132,3,3,2,1940,1.9,Northern Metropolitan,2230
3/12/2016,u,650000,0,NA,3,2,1,NA,1.9,Northern Metropolitan,2230
4/6/2016,h,1260000,506,195,3,3,2,2000,1.9,Northern Metropolitan,2230
4/6/2016,u,NA,2794,47,1,1,1,2005,1.9,Northern Metropolitan,2230
4/6/2016,u,460000,0,52,1,1,1,2000,1.9,Northern Metropolitan,2230
4/6/2016,u,NA,0,NA,2,1,1,NA,1.9,Northern Metropolitan,2230
4/6/2016,h,2370000,265,280,3,3,2,1880,1.9,Northern Metropolitan,2230
6/8/2016,t,800000,54,89,2,2,2,2006,1.9,Northern Metropolitan,2230
7/5/2016,u,550000,0,207,1,1,1,1930,1.9,Northern Metropolitan,2230
7/5/2016,u,660000,0,100,3,2,1,1998,1.9,Northern Metropolitan,2230
7/11/2016,u,836000,NA,NA,2,NA,NA,NA,1.9,Northern Metropolitan,2230
8/10/2016,t,1055000,0,154,2,1,1,2009,1.9,Northern Metropolitan,2230
10/12/2016,t,NA,650,127,3,2,1,2011,1.9,Northern Metropolitan,2230
14/05/2016,u,NA,0,40,1,1,0,2002,1.9,Northern Metropolitan,2230
14/05/2016,h,NA,221,NA,5,1,1,1872,1.9,Northern Metropolitan,2230
15/10/2016,t,NA,0,100,3,2,2,1900,1.9,Northern Metropolitan,2230
17/09/2016,u,860000,NA,NA,4,NA,NA,NA,1.9,Northern Metropolitan,2230
18/03/2017,u,NA,0,54,2,1,1,2014,1.9,Northern Metropolitan,2230
18/03/2017,u,995000,0,153,3,1,1,1940,1.9,Northern Metropolitan,2230
18/06/2016,t,1130000,116,NA,3,2,2,2002,1.9,Northern Metropolitan,2230
22/08/2016,h,NA,57,110,3,2,0,1880,1.9,Northern Metropolitan,2230
24/09/2016,u,443000,547,58,1,1,1,1900,1.9,Northern Metropolitan,2230
25/02/2017,t,1120000,801,122,3,3,1,2008,1.9,Northern Metropolitan,2230
25/02/2017,u,682000,NA,NA,2,NA,NA,NA,1.9,Northern Metropolitan,2230
26/07/2016,u,482000,0,62,1,1,1,1930,1.9,Northern Metropolitan,2230
28/05/2016,u,620000,0,83,2,1,1,2002,1.9,Northern Metropolitan,2230
28/05/2016,h,2100000,440,NA,4,1,0,NA,1.9,Northern Metropolitan,2230
30/07/2016,u,601000,0,81,3,1,1,1996,1.9,Northern Metropolitan,2230
3/9/2016,h,1325000,452,NA,4,2,1,NA,8,Western Metropolitan,6380
3/9/2016,h,1400000,320,160,4,2,1,1950,8,Western Metropolitan,6380
3/9/2016,h,920000,NA,NA,3,NA,NA,NA,8,Western Metropolitan,6380
3/9/2016,h,1535000,507,186,3,1,1,1910,8,Western Metropolitan,6380
3/12/2016,u,890000,0,111,3,1,3,1980,8,Western Metropolitan,6380
4/3/2017,h,1400000,457,NA,4,2,4,NA,8,Western Metropolitan,6380
4/3/2017,h,1800000,332,252,3,2,2,2006,8,Western Metropolitan,6380
4/3/2017,h,1050000,445,148,2,1,4,NA,8,Western Metropolitan,6380
4/3/2017,h,850000,278,NA,2,1,1,NA,8,Western Metropolitan,6380
4/3/2017,h,2910000,338,196,4,3,0,1890,8,Western Metropolitan,6380
4/3/2017,h,2910000,515,286,3,3,2,1990,8,Western Metropolitan,6380
4/3/2017,h,2640000,650,NA,4,2,2,NA,8,Western Metropolitan,6380
4/6/2016,h,1200000,315,174,3,2,2,1990,8,Western Metropolitan,6380
4/6/2016,h,2000000,NA,NA,4,NA,NA,NA,8,Western Metropolitan,6380
4/6/2016,h,3130000,897,NA,4,2,2,1920,8,Western Metropolitan,6380
6/8/2016,h,1500000,NA,NA,2,NA,NA,NA,8,Western Metropolitan,6380
6/8/2016,h,NA,344,NA,4,0,0,NA,8,Western Metropolitan,6380
7/5/2016,h,825000,NA,NA,3,NA,NA,NA,8,Western Metropolitan,6380
7/5/2016,h,1460000,373,107,3,1,2,1970,8,Western Metropolitan,6380
7/5/2016,u,310000,0,58,1,1,1,1968,8,Western Metropolitan,6380
7/11/2016,h,1200000,348,200,3,2,2,1997,8,Western Metropolitan,6380
7/11/2016,h,1560000,310,179,3,2,2,2005,8,Western Metropolitan,6380
7/11/2016,u,NA,0,NA,1,1,1,NA,8,Western Metropolitan,6380
7/11/2016,h,1575000,430,215,3,2,3,1996,8,Western Metropolitan,6380
7/11/2016,t,830000,84,110,2,1,1,1980,8,Western Metropolitan,6380
7/11/2016,t,830000,56,NA,2,1,0,NA,8,Western Metropolitan,6380
8/10/2016,h,1085000,458,NA,4,1,2,NA,8,Western Metropolitan,6380
8/10/2016,h,1815000,321,287,4,3,2,NA,8,Western Metropolitan,6380
8/10/2016,h,1470000,364,93,3,2,1,1970,8,Western Metropolitan,6380
10/9/2016,h,2230000,782,212,4,2,2,1900,8,Western Metropolitan,6380
10/12/2016,t,1460000,506,180,3,2,2,2010,8,Western Metropolitan,6380
10/12/2016,h,1410000,195,260,5,2,2,NA,8,Western Metropolitan,6380
10/12/2016,u,NA,0,73,2,1,1,1970,8,Western Metropolitan,6380
10/12/2016,h,NA,261,NA,3,1,2,NA,8,Western Metropolitan,6380
10/12/2016,h,940000,166,NA,2,1,0,1986,8,Western Metropolitan,6380
10/12/2016,h,NA,NA,NA,3,NA,NA,NA,8,Western Metropolitan,6380
11/3/2017,h,1900000,321,287,4,3,2,NA,8,Western Metropolitan,6380
12/11/2016,h,1330000,217,266,4,3,2,2003,8,Western Metropolitan,6380
12/11/2016,h,1010000,250,185,3,2,2,NA,8,Western Metropolitan,6380
13/08/2016,h,1010000,418,204,3,2,2,1995,8,Western Metropolitan,6380
14/05/2016,u,450000,0,NA,2,1,2,NA,8,Western Metropolitan,6380
14/05/2016,u,513500,0,72,2,1,1,1980,8,Western Metropolitan,6380
15/10/2016,h,1000000,240,NA,2,1,0,NA,8,Western Metropolitan,6380
15/10/2016,u,415000,0,NA,2,1,1,NA,8,Western Metropolitan,6380
16/04/2016,h,906000,270,NA,3,2,2,NA,8,Western Metropolitan,6380
16/04/2016,h,1805000,466,160,4,2,2,1930,8,Western Metropolitan,6380
16/04/2016,h,NA,337,NA,3,2,1,NA,8,Western Metropolitan,6380
16/04/2016,h,NA,146,200,3,1,1,NA,8,Western Metropolitan,6380
16/04/2016,h,1126000,307,150,4,1,1,1900,8,Western Metropolitan,6380
16/04/2016,t,935000,233,194,3,2,1,2002,8,Western Metropolitan,6380
16/07/2016,h,NA,319,220,4,2,2,1997,8,Western Metropolitan,6380
16/07/2016,h,1205000,NA,NA,3,NA,NA,NA,8,Western Metropolitan,6380
16/07/2016,h,NA,1019,278,5,2,3,1915,8,Western Metropolitan,6380
16/07/2016,h,NA,386,204,3,2,2,2000,8,Western Metropolitan,6380
17/09/2016,h,895000,193,NA,2,2,1,NA,8,Western Metropolitan,6380
17/09/2016,h,890000,NA,NA,2,NA,NA,NA,8,Western Metropolitan,6380
17/09/2016,u,375000,0,49,2,1,1,1970,8,Western Metropolitan,6380
18/03/2017,h,1000000,189,NA,3,1,2,NA,8,Western Metropolitan,6380
18/06/2016,h,769000,265,NA,2,1,1,NA,8,Western Metropolitan,6380
19/11/2016,h,1270000,470,NA,3,1,2,NA,8,Western Metropolitan,6380
19/11/2016,h,NA,352,286,3,2,2,2000,8,Western Metropolitan,6380
19/11/2016,u,NA,0,NA,2,1,1,NA,8,Western Metropolitan,6380
19/11/2016,h,NA,NA,NA,3,NA,NA,NA,8,Western Metropolitan,6380
19/11/2016,h,1172000,344,NA,4,2,2,NA,8,Western Metropolitan,6380
22/05/2016,h,1360000,477,NA,3,1,1,1930,8,Western Metropolitan,6380
22/05/2016,h,2050000,648,285,4,2,2,2011,8,Western Metropolitan,6380
22/05/2016,h,975000,289,158,3,2,2,NA,8,Western Metropolitan,6380
24/09/2016,h,1310000,185,139,3,2,1,1900,8,Western Metropolitan,6380
24/09/2016,t,830000,0,NA,4,1,2,NA,8,Western Metropolitan,6380
24/09/2016,u,491500,0,61,2,1,1,1970,8,Western Metropolitan,6380
24/09/2016,h,NA,197,144,3,3,1,2016,8,Western Metropolitan,6380
24/09/2016,u,547500,0,60,2,1,1,1980,8,Western Metropolitan,6380
25/02/2017,h,NA,213,NA,2,1,2,NA,8,Western Metropolitan,6380
25/02/2017,h,NA,457,176,3,2,3,NA,8,Western Metropolitan,6380
25/02/2017,h,NA,1037,355,5,3,3,1910,8,Western Metropolitan,6380
25/02/2017,t,965000,151,148,3,2,1,NA,8,Western Metropolitan,6380
25/02/2017,h,1262000,204,NA,3,2,2,NA,8,Western Metropolitan,6380
25/02/2017,h,1210000,249,85,3,1,0,1910,8,Western Metropolitan,6380
25/02/2017,u,412000,0,65,2,1,1,1980,8,Western Metropolitan,6380
25/02/2017,h,1337500,297,NA,2,1,0,NA,8,Western Metropolitan,6380
25/02/2017,t,1230000,NA,NA,3,NA,NA,NA,8,Western Metropolitan,6380
25/02/2017,h,NA,418,226,4,2,2,1980,8,Western Metropolitan,6380
25/02/2017,h,811000,183,NA,2,1,2,NA,8,Western Metropolitan,6380
25/02/2017,h,1630000,265,197,4,2,2,2010,8,Western Metropolitan,6380
26/07/2016,h,920000,307,NA,2,1,1,NA,8,Western Metropolitan,6380
27/06/2016,h,960000,189,NA,3,2,1,1977,8,Western Metropolitan,6380
27/06/2016,h,1482500,506,139,3,2,1,1910,8,Western Metropolitan,6380
27/06/2016,h,1300000,369,250,4,2,2,1980,8,Western Metropolitan,6380
27/06/2016,h,1378000,NA,NA,3,NA,NA,NA,8,Western Metropolitan,6380
27/11/2016,h,2255000,765,257,4,1,3,1880,8,Western Metropolitan,6380
27/11/2016,h,1860000,199,242,4,2,0,NA,8,Western Metropolitan,6380
27/11/2016,h,1710000,260,170,3,2,1,2016,8,Western Metropolitan,6380
27/11/2016,h,NA,545,NA,4,3,4,NA,8,Western Metropolitan,6380
27/11/2016,h,2440000,500,278,4,3,3,2005,8,Western Metropolitan,6380
28/05/2016,u,331000,0,NA,1,1,1,NA,8,Western Metropolitan,6380
28/05/2016,h,NA,502,210,4,3,0,1890,8,Western Metropolitan,6380
28/08/2016,h,1230000,NA,NA,3,NA,NA,NA,8,Western Metropolitan,6380
30/07/2016,h,NA,340,130,4,2,1,1890,8,Western Metropolitan,6380
3/9/2016,t,500000,53,NA,2,1,1,NA,8.9,Western Metropolitan,802
3/12/2016,h,NA,527,227,4,2,2,2008,8.9,Western Metropolitan,802
3/12/2016,h,1075000,NA,NA,3,NA,NA,NA,8.9,Western Metropolitan,802
3/12/2016,u,580000,NA,NA,2,NA,NA,NA,8.9,Western Metropolitan,802
8/10/2016,u,400000,0,NA,2,1,1,1970,8.9,Western Metropolitan,802
8/10/2016,h,1410000,680,NA,5,2,5,NA,8.9,Western Metropolitan,802
10/9/2016,u,285000,0,NA,1,1,1,NA,8.9,Western Metropolitan,802
11/3/2017,u,460000,0,NA,2,1,1,1979,8.9,Western Metropolitan,802
13/08/2016,h,881000,468,139,4,1,3,NA,8.9,Western Metropolitan,802
16/04/2016,h,600000,NA,NA,2,NA,NA,NA,8.9,Western Metropolitan,802
18/06/2016,u,380000,0,64,2,1,1,1960,8.9,Western Metropolitan,802
19/11/2016,h,1440000,672,297,4,3,4,NA,8.9,Western Metropolitan,802
24/09/2016,u,367500,0,61,2,1,1,1970,8.9,Western Metropolitan,802
27/11/2016,u,355000,46,46,1,1,1,NA,8.9,Western Metropolitan,802
27/11/2016,h,1225000,311,126,3,1,1,1920,8.9,Western Metropolitan,802
3/9/2016,u,580000,0,78,2,2,1,2012,5.1,Southern Metropolitan,4380
3/12/2016,h,1850000,361,NA,3,1,2,NA,5.1,Southern Metropolitan,4380
3/12/2016,u,825000,0,NA,3,1,1,NA,5.1,Southern Metropolitan,4380
4/3/2017,h,NA,NA,NA,3,NA,NA,NA,5.1,Southern Metropolitan,4380
4/3/2017,h,2302000,440,144,3,1,4,1895,5.1,Southern Metropolitan,4380
4/3/2017,h,1045000,118,NA,2,1,2,1993,5.1,Southern Metropolitan,4380
4/3/2017,h,NA,217,NA,3,2,0,NA,5.1,Southern Metropolitan,4380
4/3/2017,h,2050000,321,NA,4,2,1,NA,5.1,Southern Metropolitan,4380
4/3/2017,u,611000,598,75,2,1,1,1940,5.1,Southern Metropolitan,4380
4/3/2017,h,NA,0,NA,3,1,3,NA,5.1,Southern Metropolitan,4380
4/3/2017,h,NA,1047,277,4,1,4,NA,5.1,Southern Metropolitan,4380
6/8/2016,u,600000,1043,NA,2,1,1,NA,5.1,Southern Metropolitan,4380
7/5/2016,u,800000,0,92,2,1,1,1930,5.1,Southern Metropolitan,4380
7/5/2016,u,275000,0,44,1,1,1,1970,5.1,Southern Metropolitan,4380
7/11/2016,h,1325000,153,NA,2,1,0,NA,5.1,Southern Metropolitan,4380
7/11/2016,h,1540000,138,147,3,2,1,2000,5.1,Southern Metropolitan,4380
8/10/2016,h,NA,162,110,3,1,2,1910,5.1,Southern Metropolitan,4380
8/10/2016,u,NA,886,NA,2,1,1,NA,5.1,Southern Metropolitan,4380
10/9/2016,h,1370000,317,112,3,1,2,1900,5.1,Southern Metropolitan,4380
10/9/2016,u,655000,NA,NA,2,NA,NA,NA,5.1,Southern Metropolitan,4380
10/12/2016,u,NA,1872,NA,2,1,1,NA,5.1,Southern Metropolitan,4380
10/12/2016,h,NA,116,157,3,3,0,2015,5.1,Southern Metropolitan,4380
10/12/2016,h,NA,160,72,2,1,0,1930,5.1,Southern Metropolitan,4380
10/12/2016,u,372000,0,NA,1,1,1,1970,5.1,Southern Metropolitan,4380
10/12/2016,u,NA,0,99,3,1,1,1970,5.1,Southern Metropolitan,4380
10/12/2016,u,412500,0,NA,1,1,1,NA,5.1,Southern Metropolitan,4380
11/2/2017,u,452000,0,46,1,1,1,1974,5.1,Southern Metropolitan,4380
13/08/2016,u,450000,1057,NA,2,1,1,NA,5.1,Southern Metropolitan,4380
14/05/2016,u,NA,0,NA,1,1,1,NA,5.1,Southern Metropolitan,4380
14/05/2016,h,NA,188,NA,2,1,0,NA,5.1,Southern Metropolitan,4380
14/05/2016,h,NA,310,169,4,2,0,1880,5.1,Southern Metropolitan,4380
15/10/2016,u,300000,0,NA,1,1,1,2010,5.1,Southern Metropolitan,4380
15/10/2016,u,520000,0,NA,2,1,1,NA,5.1,Southern Metropolitan,4380
16/04/2016,h,NA,71,NA,2,1,1,NA,5.1,Southern Metropolitan,4380
16/07/2016,u,650000,0,NA,2,2,1,NA,5.1,Southern Metropolitan,4380
16/07/2016,u,501000,0,51,1,1,1,2005,5.1,Southern Metropolitan,4380
16/07/2016,u,380000,0,71,2,1,1,1970,5.1,Southern Metropolitan,4380
17/09/2016,t,NA,122,133,3,2,2,1980,5.1,Southern Metropolitan,4380
17/09/2016,h,NA,173,55,3,2,1,1905,5.1,Southern Metropolitan,4380
18/03/2017,u,NA,610,48,1,1,1,1970,5.1,Southern Metropolitan,4380
18/03/2017,h,1177000,521,122,2,2,2,2000,5.1,Southern Metropolitan,4380
18/03/2017,h,1605000,230,NA,4,1,1,NA,5.1,Southern Metropolitan,4380
18/06/2016,u,600000,0,83,2,1,1,1970,5.1,Southern Metropolitan,4380
18/06/2016,h,NA,0,NA,3,2,1,NA,5.1,Southern Metropolitan,4380
18/06/2016,h,NA,217,NA,2,1,1,NA,5.1,Southern Metropolitan,4380
18/06/2016,h,NA,294,179,4,2,2,2013,5.1,Southern Metropolitan,4380
19/11/2016,h,1500000,0,96,2,1,2,1928,5.1,Southern Metropolitan,4380
19/11/2016,u,830000,0,112,3,2,2,2000,5.1,Southern Metropolitan,4380
19/11/2016,u,1200000,0,111,2,2,1,2007,5.1,Southern Metropolitan,4380
19/11/2016,u,300000,705,NA,1,1,1,NA,5.1,Southern Metropolitan,4380
22/05/2016,u,400000,706,NA,1,1,1,NA,5.1,Southern Metropolitan,4380
22/08/2016,u,623000,0,NA,2,1,1,1963,5.1,Southern Metropolitan,4380
24/09/2016,u,600000,1452,96,2,1,1,1970,5.1,Southern Metropolitan,4380
25/02/2017,h,1325000,140,NA,2,1,0,NA,5.1,Southern Metropolitan,4380
26/07/2016,u,518000,0,NA,2,1,1,NA,5.1,Southern Metropolitan,4380
27/06/2016,h,2368000,322,NA,3,2,1,1970,5.1,Southern Metropolitan,4380
27/11/2016,h,1350000,181,NA,2,1,2,NA,5.1,Southern Metropolitan,4380
27/11/2016,h,NA,286,160,3,2,0,1920,5.1,Southern Metropolitan,4380
27/11/2016,h,NA,297,NA,3,2,2,NA,5.1,Southern Metropolitan,4380
28/05/2016,u,NA,0,NA,1,1,1,1975,5.1,Southern Metropolitan,4380
28/05/2016,u,650000,0,NA,2,1,1,2014,5.1,Southern Metropolitan,4380
28/05/2016,h,NA,186,NA,3,2,1,NA,5.1,Southern Metropolitan,4380
28/05/2016,h,1200000,116,NA,3,1,1,NA,5.1,Southern Metropolitan,4380
28/05/2016,h,1320000,365,NA,3,1,0,NA,5.1,Southern Metropolitan,4380
28/05/2016,u,NA,119,NA,2,1,0,NA,5.1,Southern Metropolitan,4380
28/05/2016,u,580000,0,NA,2,1,1,1970,5.1,Southern Metropolitan,4380
28/08/2016,u,555000,0,NA,2,1,1,1990,5.1,Southern Metropolitan,4380
28/08/2016,u,474000,0,66,2,1,1,1985,5.1,Southern Metropolitan,4380
28/08/2016,h,NA,162,NA,3,1,0,NA,5.1,Southern Metropolitan,4380
28/08/2016,h,1350000,157,101,2,1,1,1900,5.1,Southern Metropolitan,4380
28/08/2016,h,1910000,143,89,3,3,1,1890,5.1,Southern Metropolitan,4380
3/9/2016,h,665000,NA,NA,3,NA,NA,NA,15,Northern Metropolitan,1369
3/9/2016,h,700000,530,NA,4,1,1,NA,15,Northern Metropolitan,1369
4/3/2017,h,915000,531,237,4,3,1,1990,15,Northern Metropolitan,1369
7/5/2016,h,760000,NA,NA,4,NA,NA,NA,15,Northern Metropolitan,1369
7/11/2016,h,715000,NA,NA,3,NA,NA,NA,15,Northern Metropolitan,1369
10/12/2016,h,710000,NA,NA,3,NA,NA,NA,15,Northern Metropolitan,1369
10/12/2016,h,810000,568,173,3,2,2,1975,15,Northern Metropolitan,1369
11/2/2017,h,753000,536,154,3,2,1,1975,15,Northern Metropolitan,1369
13/08/2016,u,NA,NA,NA,2,NA,NA,NA,15,Northern Metropolitan,1369
13/08/2016,h,602500,586,140,3,2,2,1970,15,Northern Metropolitan,1369
15/10/2016,h,742000,614,117,3,1,1,1978,15,Northern Metropolitan,1369
15/10/2016,h,953000,551,150,4,2,2,1997,15,Northern Metropolitan,1369
16/07/2016,h,840000,761,NA,4,2,2,1970,15,Northern Metropolitan,1369
17/09/2016,h,650000,706,129,3,1,1,1970,15,Northern Metropolitan,1369
17/09/2016,h,NA,584,NA,4,2,2,1980,15,Northern Metropolitan,1369
18/03/2017,h,793000,592,NA,4,2,1,NA,15,Northern Metropolitan,1369
18/06/2016,h,731000,566,156,3,2,2,1991,15,Northern Metropolitan,1369
19/11/2016,h,758000,NA,NA,3,NA,NA,NA,15,Northern Metropolitan,1369
19/11/2016,h,710000,616,115,3,1,1,1960,15,Northern Metropolitan,1369
22/05/2016,h,788000,NA,NA,3,NA,NA,NA,15,Northern Metropolitan,1369
22/08/2016,h,670000,NA,NA,3,NA,NA,NA,15,Northern Metropolitan,1369
23/04/2016,h,NA,614,159,4,2,2,1995,15,Northern Metropolitan,1369
24/09/2016,h,720000,535,NA,3,2,4,NA,15,Northern Metropolitan,1369
25/02/2017,h,720000,555,NA,3,2,2,1978,15,Northern Metropolitan,1369
26/07/2016,h,936000,587,232,3,2,2,1994,15,Northern Metropolitan,1369
27/11/2016,h,710000,NA,NA,3,NA,NA,NA,15,Northern Metropolitan,1369
27/11/2016,h,800000,660,NA,3,2,2,NA,15,Northern Metropolitan,1369
28/08/2016,h,721000,687,122,3,1,1,1978,15,Northern Metropolitan,1369
3/9/2016,h,NA,464,NA,4,2,1,1920,7,Western Metropolitan,6543
3/9/2016,h,1000000,448,147,3,2,1,1940,7,Western Metropolitan,6543
3/9/2016,u,640000,NA,NA,2,NA,NA,NA,7,Western Metropolitan,6543
3/9/2016,h,890000,471,103,2,1,2,1950,7,Western Metropolitan,6543
3/9/2016,h,760000,134,NA,2,1,1,NA,7,Western Metropolitan,6543
3/9/2016,h,1165000,191,105,3,1,0,1910,7,Western Metropolitan,6543
3/12/2016,h,NA,NA,NA,3,NA,NA,NA,7,Western Metropolitan,6543
3/12/2016,h,1550000,427,233,4,2,2,2010,7,Western Metropolitan,6543
3/12/2016,h,770000,323,139,3,1,2,1960,7,Western Metropolitan,6543
3/12/2016,h,871000,428,100,3,2,2,1965,7,Western Metropolitan,6543
3/12/2016,h,780000,213,120,3,2,2,2004,7,Western Metropolitan,6543
3/12/2016,t,650000,0,2,2,1,1,1980,7,Western Metropolitan,6543
3/12/2016,h,770000,138,82,3,1,1,1890,7,Western Metropolitan,6543
3/12/2016,h,851000,NA,NA,3,NA,NA,NA,7,Western Metropolitan,6543
4/2/2016,h,890000,166,NA,2,1,0,1920,7,Western Metropolitan,6543
4/3/2017,h,960000,503,NA,3,1,1,NA,7,Western Metropolitan,6543
4/3/2017,h,1235000,244,206,4,2,2,2011,7,Western Metropolitan,6543
4/3/2017,t,670000,152,NA,3,2,2,NA,7,Western Metropolitan,6543
4/3/2017,h,960000,159,NA,2,2,1,NA,7,Western Metropolitan,6543
4/3/2017,h,1000000,220,105,2,1,1,1910,7,Western Metropolitan,6543
4/3/2017,h,710000,164,NA,2,1,0,NA,7,Western Metropolitan,6543
4/3/2017,h,1320000,473,171,3,2,2,1920,7,Western Metropolitan,6543
4/3/2017,h,1100000,214,129,3,2,0,1910,7,Western Metropolitan,6543
4/3/2017,u,782000,1555,92,2,1,1,2013,7,Western Metropolitan,6543
4/3/2017,h,931000,442,NA,3,1,1,NA,7,Western Metropolitan,6543
4/6/2016,h,910000,197,109,3,3,2,2013,7,Western Metropolitan,6543
4/6/2016,h,796000,188,NA,2,1,1,NA,7,Western Metropolitan,6543
4/6/2016,h,856000,261,100,2,1,1,1880,7,Western Metropolitan,6543
4/6/2016,h,670000,477,120,3,1,1,1960,7,Western Metropolitan,6543
4/6/2016,h,706000,165,93,4,1,0,1900,7,Western Metropolitan,6543
4/6/2016,h,NA,178,167,3,2,1,2001,7,Western Metropolitan,6543
4/6/2016,h,1050000,462,132,3,2,1,1960,7,Western Metropolitan,6543
6/8/2016,h,NA,235,166,3,2,1,1890,7,Western Metropolitan,6543
6/8/2016,u,410000,0,NA,2,0,0,NA,7,Western Metropolitan,6543
6/8/2016,h,NA,69,NA,3,2,1,2016,7,Western Metropolitan,6543
7/5/2016,h,1320000,319,171,4,2,1,1915,7,Western Metropolitan,6543
7/5/2016,h,NA,476,NA,4,1,2,NA,7,Western Metropolitan,6543
7/5/2016,t,482500,NA,NA,2,NA,NA,NA,7,Western Metropolitan,6543
7/11/2016,h,NA,0,NA,4,2,2,NA,7,Western Metropolitan,6543
7/11/2016,h,NA,465,244,4,3,2,1950,7,Western Metropolitan,6543
7/11/2016,h,1414000,230,NA,3,2,2,1900,7,Western Metropolitan,6543
8/10/2016,h,1815000,644,172,5,2,2,1890,7,Western Metropolitan,6543
8/10/2016,h,630000,148,79,2,1,1,2003,7,Western Metropolitan,6543
8/10/2016,h,NA,142,NA,4,2,2,NA,7,Western Metropolitan,6543
8/10/2016,h,1870000,766,167,4,1,3,1968,7,Western Metropolitan,6543
10/9/2016,h,1785000,640,NA,4,2,2,NA,7,Western Metropolitan,6543
10/9/2016,u,330000,0,NA,2,1,1,1970,7,Western Metropolitan,6543
10/12/2016,h,NA,507,107,3,1,1,1920,7,Western Metropolitan,6543
10/12/2016,h,NA,316,98,3,1,0,1880,7,Western Metropolitan,6543
10/12/2016,h,1930000,902,129,3,1,4,1920,7,Western Metropolitan,6543
10/12/2016,h,NA,133,75,2,1,0,1890,7,Western Metropolitan,6543
10/12/2016,h,NA,196,NA,2,1,0,NA,7,Western Metropolitan,6543
11/2/2017,h,1035000,289,NA,3,1,2,NA,7,Western Metropolitan,6543
11/2/2017,u,510000,0,83,1,1,2,2004,7,Western Metropolitan,6543
11/2/2017,u,381000,0,65,2,1,1,1960,7,Western Metropolitan,6543
12/11/2016,t,1040000,352,152,3,2,0,2016,7,Western Metropolitan,6543
12/11/2016,h,1419000,270,NA,3,1,2,1920,7,Western Metropolitan,6543
12/11/2016,h,1050000,442,NA,3,1,2,1940,7,Western Metropolitan,6543
12/11/2016,h,470000,0,83,1,1,2,2004,7,Western Metropolitan,6543
13/08/2016,h,850000,444,NA,3,1,1,NA,7,Western Metropolitan,6543
13/08/2016,u,501344,0,72,2,1,1,1950,7,Western Metropolitan,6543
13/08/2016,u,550000,NA,NA,2,NA,NA,NA,7,Western Metropolitan,6543
14/05/2016,h,NA,200,80,2,1,0,1900,7,Western Metropolitan,6543
14/05/2016,h,NA,492,NA,3,2,1,NA,7,Western Metropolitan,6543
14/05/2016,h,NA,452,110,3,1,1,1960,7,Western Metropolitan,6543
14/05/2016,h,796000,464,120,3,1,1,1960,7,Western Metropolitan,6543
